id,good,defect
None_20230710090535_2_L_1.jpg,0,1
None_20230710090535_3_L_1.jpg,0,1
None_20230710090535_4_L_1.jpg,0,1
None_20230710090654_0_L_1.jpg,0,1
None_20230710090654_1_L_1.jpg,0,1
None_20230710090654_2_L_1.jpg,1,0
None_20230710090654_3_L_1.jpg,0,1
None_20230710090654_4_L_1.jpg,1,0
None_20230710090707_2_L_1.jpg,0,1
None_20230710090707_3_L_1.jpg,0,1
None_20230710090707_4_L_1.jpg,0,1
None_20230710090720_0_R_1.jpg,0,1
None_20230710090720_1_L_1.jpg,0,1
None_20230710090720_1_R_1.jpg,1,0
None_20230710090720_3_L_1.jpg,0,1
None_20230710090720_3_R_1.jpg,0,1
None_20230710090720_4_L_1.jpg,0,1
None_20230710090720_4_R_1.jpg,1,0
None_20230710090733_0_L_1.jpg,0,1
None_20230710090733_0_R_1.jpg,0,1
None_20230710090733_1_L_1.jpg,0,1
None_20230710090733_2_L_1.jpg,0,1
None_20230710090733_3_L_1.jpg,0,1
None_20230710090733_3_R_1.jpg,0,1
None_20230710090733_4_L_1.jpg,0,1
None_20230710090733_4_R_1.jpg,1,0
None_20230710090746_0_R_1.jpg,0,1
None_20230710090746_2_R_1.jpg,0,1
None_20230710091240_0_R_1.jpg,0,1
None_20230710091240_2_R_1.jpg,0,1
None_20230710091240_3_R_1.jpg,0,1
None_20230710091240_4_R_1.jpg,0,1
None_20230710091249_2_L_1.jpg,1,0
None_20230710091249_3_L_1.jpg,0,1
None_20230710091249_4_L_1.jpg,0,1
None_20230710091301_0_L_1.jpg,0,1
None_20230710091301_1_L_1.jpg,0,1
None_20230710091301_2_L_1.jpg,1,0
None_20230710091301_3_L_1.jpg,1,0
None_20230710091301_4_L_1.jpg,1,0
None_20230710091314_2_L_1.jpg,0,1
None_20230710091314_3_L_1.jpg,0,1
None_20230710091420_2_L_1.jpg,0,1
None_20230710091420_3_L_1.jpg,1,0
None_20230710091420_4_L_1.jpg,0,1
None_20230710091430_0_R_1.jpg,1,0
None_20230710091430_1_L_1.jpg,0,1
None_20230710091430_1_R_1.jpg,1,0
None_20230710091430_3_L_1.jpg,0,1
None_20230710091430_3_R_1.jpg,0,1
None_20230710091430_4_L_1.jpg,0,1
None_20230710091430_4_R_1.jpg,1,0
None_20230710091441_0_L_1.jpg,0,1
None_20230710091441_0_R_1.jpg,0,1
None_20230710091441_1_R_1.jpg,0,1
None_20230710091441_2_L_1.jpg,0,1
